Timestamp,Namespace,Pod,PodUID,QueueTime,CreationTime,StartTime
2025-03-30 23:44:16,arc-gpu-1-aiswhud,linux-mi300-gpu-1-2ljs9-runner-j4l48,d01bef57-ba8c-49a8-a898-569bc1926f33,0.0,2025-03-22T00:23:18Z,2025-03-22T00:23:18Z
2025-03-30 23:44:16,arc-gpu-1-triton,gfx942-rhcvc-runner-b6g5z,ebf3a92d-30c6-405b-b687-bd5a02165e4f,0.0,2025-03-22T00:23:24Z,2025-03-22T00:23:24Z
2025-03-30 23:44:16,arc-gpu-1-triton,gfx942-rhcvc-runner-hq9zm,770a63e8-2bf1-4066-b343-c52eae683d34,0.0,2025-03-28T09:28:00Z,2025-03-28T09:28:00Z
2025-03-30 23:44:16,arc,arc-gha-rs-controller-555599f668-9jk42,a4f9bc2b-1f41-45f9-b19c-342ec76e1f4c,0.0,2025-03-21T18:57:20Z,2025-03-21T18:57:20Z
2025-03-30 23:44:16,arc,arc-gha-rs-controller-555599f668-lmjrf,ea344b9b-b290-41c2-8962-3137f2df3137,0.0,2025-03-27T20:17:27Z,2025-03-27T20:17:27Z
2025-03-30 23:44:16,arc,arc-gha-rs-controller-555599f668-nbsb2,db598fd9-5309-4a8e-a89f-6af467ddae9c,0.0,2025-03-24T11:35:24Z,2025-03-24T11:35:24Z
2025-03-30 23:44:16,arc,gfx942-694b798f-listener,83d61947-e3d6-421d-8413-753fd30b054c,0.0,2025-03-28T14:04:06Z,2025-03-28T14:04:06Z
2025-03-30 23:44:16,arc,linux-mi300-1gpu-benchmark-ossci-iree-org-759d444f-listener,140aee47-5497-445f-84e8-adc185129c8d,1.0,2025-03-28T14:03:45Z,2025-03-28T14:03:46Z
2025-03-30 23:44:16,arc,linux-mi300-1gpu-ossci-759d444f-listener,9c94ec8b-5ae2-470d-8b9a-59311db229d2,0.0,2025-03-27T20:17:43Z,2025-03-27T20:17:43Z
2025-03-30 23:44:16,arc,linux-mi300-1gpu-ossci-iree-org-759d444f-listener,dbe696d8-ca6c-440b-99e4-6c5873ea545a,0.0,2025-03-28T14:04:52Z,2025-03-28T14:04:52Z
2025-03-30 23:44:16,arc,linux-mi300-1gpu-ossci-nod-ai-759d444f-listener,99a64bb5-e0a4-4583-9043-e35a79f57439,0.0,2025-03-28T14:05:47Z,2025-03-28T14:05:47Z
2025-03-30 23:44:16,arc,linux-mi300-1gpu-ossci-rocm-759d444f-listener,0c77a9e4-e8ef-4c41-b641-ef94860de68c,0.0,2025-03-28T14:04:42Z,2025-03-28T14:04:42Z
2025-03-30 23:44:16,arc,linux-mi300-2gpu-ossci-iree-org-759d444f-listener,20e51512-400c-4e43-94f3-6755eb1fb858,0.0,2025-03-27T20:18:17Z,2025-03-27T20:18:17Z
2025-03-30 23:44:16,arc,linux-mi300-4gpu-ossci-nod-ai-759d444f-listener,3a267b56-4bfc-417d-83bb-fab2ed13b23b,0.0,2025-03-28T14:03:33Z,2025-03-28T14:03:33Z
2025-03-30 23:44:16,arc,linux-mi300-8gpu-ossci-nod-ai-759d444f-listener,025153fc-dd73-4026-8055-4ab3d8e48502,0.0,2025-03-28T14:03:55Z,2025-03-28T14:03:55Z
2025-03-30 23:44:16,arc,linux-mi300-gpu-1-69754b7d-listener,0b861085-ab2f-46e4-bcc3-e619aeacc754,0.0,2025-03-28T14:04:02Z,2025-03-28T14:04:02Z
2025-03-30 23:44:16,arc,linux-mi300-gpu-1-76cfd785-listener,4b047082-94a9-4728-9611-d75d691cec3c,0.0,2025-03-28T14:04:58Z,2025-03-28T14:04:58Z
2025-03-30 23:44:16,arc,linux-mi300-gpu-1-85957f5c-listener,e34fa9ea-ad43-4eb3-99d3-66c218d1c4cc,0.0,2025-03-24T11:34:29Z,2025-03-24T11:34:29Z
2025-03-30 23:44:16,arc,linux-mi300-gpu-1-fb97956d-listener,a72e3017-5124-4810-870e-44f0416270b9,0.0,2025-03-30T17:18:19Z,2025-03-30T17:18:19Z
2025-03-30 23:44:16,argocd,argocd-application-controller-0,51ee2513-48d6-4a5c-a1d4-98ce01c9c51c,0.0,2025-03-28T14:05:10Z,2025-03-28T14:05:10Z
2025-03-30 23:44:16,argocd,argocd-applicationset-controller-64f6bd6456-x9tht,6fc911e5-76eb-4236-9084-1888b6a7ef1f,0.0,2025-03-21T18:57:21Z,2025-03-21T18:57:21Z
2025-03-30 23:44:16,argocd,argocd-dex-server-5fdcd9df8b-4h9jz,2d074bbe-35e8-4fd3-913f-d7ed2c5a1665,0.0,2025-03-21T18:57:20Z,2025-03-21T18:57:20Z
2025-03-30 23:44:16,argocd,argocd-dex-server-5fdcd9df8b-lvx7x,dea785a7-549e-4b50-ae6e-4421ee8cbe21,0.0,2025-03-28T14:46:11Z,2025-03-28T14:46:11Z
2025-03-30 23:44:16,argocd,argocd-dex-server-5fdcd9df8b-nz5sg,94e4bc86-f19b-434b-9895-f71021f41131,0.0,2025-03-24T11:34:49Z,2025-03-24T11:34:49Z
2025-03-30 23:44:16,argocd,argocd-dex-server-5fdcd9df8b-skk7t,be49b1e3-f7f4-48b7-a0bc-d6b3b4e0c482,0.0,2025-03-28T09:28:37Z,2025-03-28T09:28:37Z
2025-03-30 23:44:16,argocd,argocd-notifications-controller-778495d96f-57xhq,2a293df3-88a7-437c-8684-e4b7f830eed8,0.0,2025-03-21T18:57:21Z,2025-03-21T18:57:21Z
2025-03-30 23:44:16,argocd,argocd-notifications-controller-778495d96f-nkr84,c09c5947-d0b2-42f4-8c70-e8fcd861485c,0.0,2025-03-27T20:17:41Z,2025-03-27T20:17:41Z
2025-03-30 23:44:16,argocd,argocd-redis-69fd8bd669-f8r2v,b95ad2d6-8597-4b3f-a8e1-f9cb0f124790,0.0,2025-03-21T18:57:20Z,2025-03-21T18:57:20Z
2025-03-30 23:44:16,argocd,argocd-repo-server-75567c944-259f9,b4d722e3-6122-478d-bcf5-78489d4c4b9e,0.0,2025-03-21T18:57:20Z,2025-03-21T18:57:20Z
2025-03-30 23:44:16,argocd,argocd-server-5c768cdd96-gvcqv,af3ffb8f-598b-4486-bb90-2dfea1f7efbf,0.0,2025-03-21T18:57:21Z,2025-03-21T18:57:21Z
2025-03-30 23:44:16,buildkite,agent-stack-k8s-gpu-1-int-6d9dd9f5dd-r7f95,36de3a81-01ee-4cf0-90b1-aef5c51cde3e,0.0,2025-03-17T16:08:02Z,2025-03-17T16:08:02Z
2025-03-30 23:44:16,buildkite,agent-stack-k8s-gpu-8-5d5796579b-s8lfp,da9afdf7-fb0e-46c9-8dc7-ef0927293249,0.0,2025-03-25T22:32:34Z,2025-03-25T22:32:34Z
2025-03-30 23:44:16,buildkite,agent-stack-k8s-gpu-8-int-c897db859-tc8p6,c8e124b7-1ef9-4a28-8900-655ba9056930,0.0,2025-03-16T18:30:29Z,2025-03-16T18:30:29Z
2025-03-30 23:44:16,buildkite,agent-stack-k8s-internal-6b7f79cc8c-cjm7k,6655ac11-1955-4751-be37-fddfe818dd60,0.0,2025-03-17T13:15:36Z,2025-03-17T13:15:36Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-2472q,6d2fd630-1a18-4387-965d-ba8bf6a1640a,0.0,2025-03-28T07:57:16Z,2025-03-28T07:57:16Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-2nwz7,087b4e6f-f7a0-420f-8847-1b02f52f9a53,0.0,2025-03-17T10:06:03Z,2025-03-17T10:06:03Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-2qwpp,ad03c62b-050a-4b24-b42c-a342f172a69f,315.0,2025-03-17T09:13:14Z,2025-03-17T09:18:29Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-2sdlg,91aa2af4-c64d-4589-a165-8cdd8909c92b,378.0,2025-03-17T10:52:39Z,2025-03-17T10:58:57Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-4fr28,c1f5b82f-0ce2-4f2e-8b23-d3db6d946b09,0.0,2025-03-17T12:32:27Z,2025-03-17T12:32:27Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-4sqds,93093adc-3658-49d4-8c7f-96872a960be5,0.0,2025-03-17T10:28:19Z,2025-03-17T10:28:19Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-56g4p,831da175-7916-4681-bc9e-7d87fac93a56,0.0,2025-03-17T10:06:02Z,2025-03-17T10:06:02Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-5jdfg,b1ae14e7-6013-4592-99e8-6f32f9ec61c1,261.0,2025-03-16T18:30:29Z,2025-03-16T18:34:50Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-5tckk,70a1fd4f-e09a-4c76-9020-e15be6d01d9b,0.0,2025-03-17T12:47:17Z,2025-03-17T12:47:17Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-64x4k,5a46cbfd-9922-4a93-b0b9-4677a5b2b274,0.0,2025-03-17T10:28:20Z,2025-03-17T10:28:20Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-64xlt,5c851772-c06d-41da-a12c-2b020c8c12f1,0.0,2025-03-17T12:32:27Z,2025-03-17T12:32:27Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-66d6w,e30b61cf-a994-4654-a4ac-da79af809d6f,0.0,2025-03-17T12:47:15Z,2025-03-17T12:47:15Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-67dbn,cfa9c173-6a67-4e0c-a436-18809044e9a2,0.0,2025-03-28T14:45:53Z,2025-03-28T14:45:53Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-7dtw5,dec1e6ee-026a-4b43-b154-079f8bcfd88a,1.0,2025-03-17T12:47:15Z,2025-03-17T12:47:16Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-7f59v,f7818be2-0213-4b12-83e1-929e60348276,0.0,2025-03-17T10:28:19Z,2025-03-17T10:28:19Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-857zc,93e86593-d761-4ddc-8c72-8e2cbd408450,0.0,2025-03-17T12:32:28Z,2025-03-17T12:32:28Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-9stfr,bed72d91-7321-47ab-8383-a3e321dcd7ef,0.0,2025-03-17T10:06:04Z,2025-03-17T10:06:04Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-bjv7p,3e0092e1-cbf1-4a8d-bcd5-64a9227a3cb4,0.0,2025-03-17T12:47:17Z,2025-03-17T12:47:17Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-bkvj2,cbe93a6d-d3a7-4785-9bba-82b6afe9adcf,0.0,2025-03-17T12:47:16Z,2025-03-17T12:47:16Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-bxdt6,27e36f87-b846-4954-8d12-dc615410a786,0.0,2025-03-17T12:32:27Z,2025-03-17T12:32:27Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-cfz6h,70a0da34-8ca9-45cb-917d-ec1640b750b5,0.0,2025-03-17T12:47:18Z,2025-03-17T12:47:18Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-cw25r,ddc4043d-f489-4db8-bda1-2ae037a7db60,340.0,2025-03-17T10:28:21Z,2025-03-17T10:34:01Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-db87b,13848f76-d52c-48a4-bdfd-165197fdb203,316.0,2025-03-17T12:47:19Z,2025-03-17T12:52:35Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-dm9kl,fd4d2035-4dbd-44d0-b7f1-40a0243b7799,0.0,2025-03-17T12:32:28Z,2025-03-17T12:32:28Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-fl8t9,1604dc11-922d-4adf-9406-46b0207a1817,0.0,2025-03-17T12:47:17Z,2025-03-17T12:47:17Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-fm2rr,fb68f100-7b95-4106-bb3f-01fb22082f63,335.0,2025-03-17T12:32:30Z,2025-03-17T12:38:05Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-frbd8,88fca5c9-c0c8-4574-93c9-d4d387f49fb9,0.0,2025-03-17T10:06:02Z,2025-03-17T10:06:02Z
2025-03-30 23:44:16,dev,anguyenh-rocm-interactive-66b7cbd659-gcfw4,cc5f53db-6318-4632-a1d3-5332d03d3b19,0.0,2025-03-17T10:06:04Z,2025-03-17T10:06:04Z
